Source_A,Source_B
MAN2B1,SMAD9
SMAD9,LNPEP
SMAD9,DST
SMAD9,RRBP1
DCUN1D1,LAPTM5
LAPTM5,HEY1
LAPTM5,KRT7
LAPTM5,USP13
MAPK1,ARRB1
LAPTM5,TNFAIP3
LAPTM5,WWP1
LBP,RPS21
ARF6,ARRB1
LAPTM5,NEDD4L
LAPTM5,TOM1L2
RPLP2,RPLP2
AP2B1,ARRB1
SMAD3,DDX5
DDX17,DDX5
DDX5,CALM1
HTATSF1,SNRNP70
HNRNPA2B1,SNRNP70
NUDT21,SNRNP70
DDX17,SNRNP70
SRPK1,SNRNP70
CCR5,ARRB1
HOMER2,RYR1
HOMER3,RYR1
PRKG1,RYR1
HOMER1,RYR1
RALGDS,ARRB1
AHCY,AHCY
NSF,ARRB1
CPAMD8,SCTR
CYTH1,CYTH1
ITGB2,CYTH1
TRIM23,CYTH1
ARFRP1,CYTH1
CYTIP,CYTH1
SPARC,SPARC
THBS1,SPARC
TGFB1,SPARC
TGM2,SPARC
VEGFA,SPARC
CTSK,SPARC
SPARC,FN1
CDKN2A,TBRG1
CDKN2A,GSPT1
CDKN2A,ANKRD12
CYTH2,ARRB1
CDKN2A,ZNF227
CDKN2A,PEX19
STX1A,SLC6A4
CDKN2A,AHNAK
CSNK2A1,ARRB2
MET,PCBD2
MET,VAV1
CCR1,CCL4
CCR5,CCL4
MDM2,ARRB2
MET,SNX2
FXYD1,ATP1B1
EPB41L3,CLNS1A
PTAFR,ARRB2
TRIP6,SON
GCA,SRI
ERBB3,SOS1
SH3KBP1,SOS1
NCK1,SOS1
ITSN1,SOS1
ABI1,SOS1
CD2AP,SOS1
ARF6,ARRB2
FRS2,SOS1
SNX9,SOS1
RALGDS,ARRB2
SMAD4,SPTBN1
SMAD3,SPTBN1
NF2,SPTBN1
EPB41L1,YWHAZ
MAP3K5,ARRB2
SYN1,SPTAN1
EPB41L1,YWHAB
ABI1,SPTAN1
CYTH2,ARRB2
ACP1,SPTAN1
EPB41L2,SPTAN1
TANC1,SPTAN1
EVPL,CSTA
FLT3LG,KITLG
PIK3CD,KITLG
CLEC11A,KITLG
ACOX1,SCP2
CAV1,SCP2
EHHADH,SCP2
ACAA2,SCP2
YY1,SREBF1
ID3,SREBF1
SUMO1,SREBF1
UBE2I,SREBF1
TWIST2,SREBF1
TGFBR1,CLU
TGFBR2,CLU
VLDLR,CLU
C7,CLU
LRP2,CLU
LRP8,CLU
MMP25,CLU
CLU,APP
STX1A,VAMP1
SNAP23,VAMP1
VAPA,VAMP1
VAPB,VAMP1
STX1A,VAMP2
STXBP2,VAMP2
SNAP23,VAMP2
STX11,VAMP2
VAPA,VAMP2
VAPB,VAMP2
SYPL1,VAMP2
CCL5,SDC1
CASK,SDC1
IGFBP7,SDC1
TUBB,SDC3
CASK,SDC3
TUBA1A,SDC3
STX1A,STX1A
VAMP7,STX1A
SCNN1A,STX1A
SCNN1B,STX1A
SCNN1G,STX1A
DAPK1,STX1A
STXBP2,STX1A
CFTR,STX1A
SNAP23,STX1A
SUMO1,FOS
NAPA,STX1A
RAB27A,STX1A
UNC13B,STX1A
STXBP6,STX1A
SYTL4,STX1A
STXBP5,STX1A
SYT7,STX1A
SNAP29,STX1A
TRAF3,CD27
TRAF5,CD27
ITGA1,TLN1
ITGB2,TLN1
LRP2,TLN1
PTK2,TLN1
PXN,TLN1
BCR,YWHAB
BCR,YWHAH
BCR,SFN
BCR,YWHAE
CD247,CD247
CD3D,CD247
CD2,CD247
TFRC,CD247
JAK3,CD247
SHC1,CD247
SLA,CD247
LY6E,CD247
STAT5B,CD247
SH2B3,CD247
GAB2,CD247
SLA2,CD247
DOCK2,CD247
NPM1,XPO1
IKBKB,YWHAB
CD8A,CD3D
CD3G,CD3D
CD3E,CD3D
SECTM1,CD7
SNAP29,CD7
PRKCD,YWHAB
FBXW7,JUN
FBXW7,MYC
LAT,CD8A
GSK3B,MARK2
CD2,CD4
DPP4,CD4
CXCL12,CD4
CCR5,CD4
LAT,CD4
IL16,CD4
ROCK1,ROCK1
SELL,CD4
PIP,CD4
SPG21,CD4
NR4A1,RPS6KA3
NR4A1,RPS6KA5
EPB41L2,FKBP2
ARFGEF1,FKBP2
YY1,FKBP3
HDAC1,FKBP3
AKT3,TCL1A
ITK,ITK
ITK,BMX
ITK,BTK
WAS,ITK
KPNA2,ITK
LCP2,ITK
LAT,ITK
KHDRBS1,ITK
SOCS1,ITK
SH2D2A,ITK
BLNK,ITK
NR4A1,YWHAZ
MELK,MBP
MELK,CDC5L
MELK,SF3B1
MELK,LMNB1
MELK,EIF2S1
SH3KBP1,CD2
MXD1,CD2
CD2AP,CD2
PSTPIP1,CD2
BTK,PRKCZ
BTK,PRKCQ
DPP4,CCL5
CCR1,CCL5
CCR5,CCL5
IGFBP7,CCL5
SDC4,CCL5
HDAC1,TAL1
EP300,TAL1
KAT2B,TAL1
SIN3A,TAL1
ZHX1,TAL1
NCAPG2,TAL1
BTK,PRKCE
BTK,PRKCA
EEF1A1,EEF1A1
NCF4,TXN
MAP3K5,TXN
TXNIP,TXN
ITGAV,F2R
SNX1,F2R
GNA13,F2R
MAP3K5,TPD52L1
SERPINA5,THBD
PDGFB,THBS1
TGFB1,THBS1
CD47,THBS1
SCARB2,THBS1
LRP5,THBS1
CORO1A,THBS1
ACTN1,VCL
THBS2,THBS2
THBS3,THBS2
GRK5,TBXA2R
GNAQ,TBXA2R
GNA13,TBXA2R
BANF1,TMPO
AKAP8L,TMPO
GMCL1,TMPO
SGTB,TMPO
NR2F2,FAM46A
PPP2CA,EIF4EBP1
RAF1,HSPA4
MMP14,TIMP2
MMP14,TIMP3
ADAM17,TIMP3
MYO7A,PRKAR1A
PRKX,PRKAR1A
RFC2,PRKAR1A
AKAP10,PRKAR1A
AKAP11,PRKAR1A
ARFGEF2,PRKAR1A
AKAP7,PRKAR1A
FHL2,TTN
MYOM2,TTN
SKP2,WEE1
WEE1,CSNK2A1
TP53,TFDP1
E2F2,TFDP1
E2F3,TFDP1
E2F5,TFDP1
NPDC1,TFDP1
NFYB,NFYA
HMGA1,NFYA
NFYC,NFYA
NFYA,ZHX3
ZHX1,NFYA
ELF1,NFYB
MYC,NFYB
CIITA,NFYB
NFYC,NFYB
SMAD2,ZEB1
CTBP1,ZEB1
RUNX2,PRKCD
SMAD3,ZEB1
MAGI1,RPS6KA3
MAGI1,RPS6KA2
CEBPB,CEBPB
MYB,CEBPB
MYC,CEBPB
ELK1,CEBPB
RUNX2,CEBPB
HMGA1,CEBPB
SMAD4,CEBPB
STAT6,CEBPB
SMARCB1,CEBPB
SMARCC1,CEBPB
TRIM28,CEBPB
NOLC1,CEBPB
EP300,CEBPB
SMAD3,CEBPB
SMARCA4,CEBPB
MED23,CEBPB
SPIB,CEBPB
MEF2A,TEAD1
YAP1,TEAD1
VGLL4,TEAD1
MYC,GTF2F1
AR,GTF2F1
GTF2B,GTF2F1
ATF7IP,GTF2F1
GTF2H1,GTF2H1
TP53,GTF2H1
AR,GTF2H1
HNRNPU,GTF2H1
CCNH,GTF2H1
KIF13A,GTF2H1
ATF7IP,GTF2H1
FUBP1,GTF2H1
CDK7,GTF2H1
HMGA1,ELF1
ABL1,ABL1
TP53,ABL1
ABL1,BTK
PTPN12,ABL1
NCK1,ABL1
PRKDC,ABL1
EPHB2,ABL1
RAN,ABL1
TUB,ABL1
SOS2,ABL1
ABL1,MAP4K1
PXN,ABL1
MAP4K5,ABL1
PAK2,ABL1
WASF1,ABL1
SORBS1,ABL1
ADAM15,ABL1
PAG1,ABL1
ABL1,PSTPIP1
ATM,ABL1
ABI2,ABL1
ABL1,PLSCR1
POLR2A,ABL1
EVL,ABL1
NEDD9,ABL1
SORBS2,ABL1
CABLES2,ABL1
ZDHHC16,ABL1
CABLES1,ABL1
DOK3,ABL1
ABL1,ABI1
EP300,MYB
HIPK2,MYB
UBE2I,MYB
NLK,MYB
TFRC,TF
TFR2,TF
HFE,TFRC
RANBP9,TFRC
PDAP1,PDGFB
PIK3CG,KRAS
RALGDS,KRAS
SHOC2,KRAS
RASSF5,KRAS
RASGRP2,KRAS
RAP1GDS1,KRAS
RASSF2,KRAS
KRAS,CALM1
TUBA4A,MYC
YY1,MYC
MXD1,MYC
TIAM1,MYC
MAPK8,MYC
SMAD2,MYC
SMARCB1,MYC
GTF2I,MYC
CCNT1,MYC
TUBA1A,MYC
DNMT3A,MYC
TRRAP,MYC
SMAD3,MYC
NMI,MYC
ACTL6A,MYC
MYCBP2,MYC
SPAG9,MYC
MINA,MYC
MYC,CDK1
EDN1,UBQLN4
FEZ1,WWC1
FEZ1,CLASP2
AGTR2,ERBB3
SHC1,ERBB3
IL6ST,ERBB3
PTK2,ERBB3
GRB7,ERBB3
PTK6,ERBB3
PA2G4,ERBB3
RGS4,ERBB3
TGFB1,TGFB1
TGFBR1,TGFB1
TGFBR2,TGFB1
TGFB2,TGFB1
ITGAV,TGFB1
BGN,TGFB1
FMOD,TGFB1
TGFBR3,TGFB1
FCN1,TGFB1
ACVRL1,TGFB1
LTBP3,TGFB1
ITGB8,TGFB1
LTBP4,TGFB1
YWHAE,TGFB1
PZP,TGFB1
VASN,TGFB1
TGFBR1,TGFBR1
TGFBR2,TGFBR1
TGFB2,TGFBR1
TGFB3,TGFBR1
AP2B1,TGFBR1
CAV1,TGFBR1
ACVRL1,TGFBR1
TGFBR1,SMAD2
TGFBR1,SMAD1
SMAD7,TGFBR1
SMAD3,TGFBR1
PIK3R2,TGFBR1
BMPR1B,TGFBR1
SMURF2,TGFBR1
PPP2R2A,TGFBR1
FEZ1,RAI14
TGFB2,TGFBR2
TGFB3,TGFBR2
TGFBR3,TGFBR2
ACVRL1,TGFBR2
TGFB1I1,TGFBR2
CCNB2,TGFBR2
SMAD7,TGFBR2
TGM2,TGM2
TUBB,TGM2
EIF5A,TGM2
MAP3K12,TGM2
HIST2H2BE,TGM2
KPNA3,TGM2
KPNA4,TGM2
PPHLN1,TGM2
NOTCH1,NOTCH1
YY1,NOTCH1
PIK3CG,NOTCH1
JAG1,NOTCH1
KAT2A,NOTCH1
JAG2,NOTCH1
LFNG,NOTCH1
MFNG,NOTCH1
SMAD3,NOTCH1
ADAM17,NOTCH1
GSK3B,NOTCH1
FBXW7,NOTCH1
DLL1,NOTCH1
KAT2B,NOTCH1
MAML2,NOTCH1
MAML3,NOTCH1
WDR12,NOTCH1
TGFB3,TGFB2
FMOD,TGFB2
TGFBR3,TGFB2
LTBP3,TGFB2
PZP,TGFB2
VASN,TGFB2
FMOD,TGFB3
TGFBR3,TGFB3
LTBP3,TGFB3
VASN,TGFB3
FEZ1,SMC3
FEZ1,RAB3GAP2
FEZ1,SCOC
YWHAB,ZFP36
SFN,ZFP36
MAPKAPK2,ZFP36
EXOSC6,ZFP36
RUNX2,CCNB1
TNNT1,TPM1
TMOD2,TPM1
CDK1,RUNX2
TPM2,TPM1
TRIP10,CTNNB1
CNN1,TPM3
TMOD2,TPM3
CSNK2A1,SERPINF1
S100A4,TPM3
TNNT1,TNNT1
PRKG1,TNNT1
TNNC1,TNNT1
TNNI3,TNNT1
TPSAB1,TPSAB1
SYK,TUBA4A
MAP1A,TUBA4A
RAC1,TUBA4A
PLK1,TUBA4A
SIAH1,TUBA4A
ARHGAP1,TUBA4A
VDAC1,TUBA4A
PFDN4,TUBA4A
TBCE,TUBA4A
RACGAP1,TUBA4A
LGALS2,TUBA4A
NCALD,TUBA4A
HSPH1,TUBA4A
RAB8B,TUBA4A
STARD13,TUBA4A
GSK3B,SNCAIP
MAP1A,TUBB
PTPRB,MET
BMPR2,TUBB
PLK1,TUBB
TUBA1A,TUBB
CRIPT,TUBB
TBCD,TUBB
PFDN4,TUBB
NCALD,TUBB
RAB8B,TUBB
ARL8B,TUBB
PLK1,TUBG1
PXN,TUBG1
RACGAP1,TUBG1
RNF19A,TUBG1
TNFAIP3,TNFAIP3
YWHAZ,TNFAIP3
YWHAB,TNFAIP3
TRAF1,TNFAIP3
IKBKB,TNFAIP3
YWHAE,TNFAIP3
TAX1BP1,TNFAIP3
TNIP1,TNFAIP3
EPHA4,EFNA1
TP53,TP53
POLA1,TP53
UBE2A,TP53
BCL2L1,TP53
PTGS2,TP53
CSNK1A1,TP53
HSPA9,TP53
KPNA2,TP53
PRKDC,TP53
MAPK8,TP53
YWHAZ,TP53
ING1,TP53
CCNG1,TP53
SMARCB1,TP53
UBE3A,TP53
TEP1,TP53
PTEN,TP53
ZNF148,TP53
NDN,TP53
VRK1,TP53
KLF4,TP53
MNAT1,TP53
AURKA,TP53
MDM4,TP53
UBE2K,TP53
MAPK9,TP53
PLK3,TP53
ATF3,TP53
SMARCA4,TP53
TP63,TP53
PRKRA,TP53
CDC14B,TP53
MTA1,TP53
MED17,TP53
PTTG1,TP53
MED1,TP53
COPS2,TP53
BLM,TP53
EFEMP2,TP53
RRM2B,TP53
TAF1B,TP53
TAF1C,TP53
STK4,TP53
GSK3B,TP53
HIPK2,TP53
ATM,TP53
HIPK1,TP53
GNL3,TP53
TAF9B,TP53
HSP90AB1,TP53
KAT2B,TP53
THRB,TP53
RCHY1,TP53
ATR,TP53
SIRT1,TP53
PRIM1,TP53
UBE2I,TP53
CCNH,TP53
TP53INP1,TP53
SIN3A,TP53
ARID3A,TP53
ZHX1,TP53
TOPORS,TP53
TP53BP2,TP53
TP53RK,TP53
CABLES2,TP53
PLAGL1,TP53
PIAS1,TP53
MDC1,TP53
ING5,TP53
CABLES1,TP53
BANP,TP53
COPS8,TP53
TP53,S100A4
HSP90B1,HSP90B1
HSPA9,HSP90B1
TLR2,HSP90B1
TLR4,HSP90B1
CSNK1A1,TNFRSF1B
STAT1,TNFRSF1B
CAV1,TNFRSF1B
TRAF3,TNFRSF1B
HIVEP3,TNFRSF1B
ACTN1,ACTN1
BMPR2,MAP3K8
MAP2K4,MAP3K8
MAP3K8,MAP3K14
KDR,KDR
VEGFA,KDR
PLCG2,KDR
SHB,KDR
SHC1,KDR
CDH5,KDR
GRB10,KDR
VEGFC,KDR
ATR,KDR
ACP1,KDR
SHC1,DDR2
U2AF2,U2AF1
RP9,U2AF1
SRPK1,U2AF1
DDX6,U2AF2
PRPF40A,U2AF2
SRPK1,U2AF2
RANBP9,UCHL1
UBE2I,UCHL1
COL17A1,ACTN1
LRP2,PLAU
SERPINA5,PLAU
ST14,PLAU
LRP2,SCGB1A1
CSE1L,CDH1
CASP8,CDH1
PTPN14,CDH1
CA9,CDH1
IQGAP1,CDH1
ACTR3,CDH1
GNA13,CDH1
CBLL1,CDH1
RAB8B,CDH1
NEDD9,CDH1
GSK3B,CDH1
CCL17,VCAM1
CCL22,VCAM1
VEGFA,VEGFA
GPC1,VEGFA
PGF,VEGFA
SEMA3F,VEGFA
VEGFB,VEGFA
NRP1,VEGFA
NRP2,VEGFA
IGFBP7,VEGFA
ADAMTS1,VEGFA
GNAQ,VIPR1
WASL,VIPR1
RAMP1,VIPR1
RAMP2,VIPR1
RAMP3,VIPR1
PTPN2,ITGA1
PXN,ITGA4
LPXN,ITGA4
ADAM28,ITGA4
EED,ITGA4
LGALS8,ITGA4
LPL,VLDLR
ENO1,AGTPBP1
RELN,VLDLR
CSNK1A1,SLC18A2
VIM,VIM
ARMCX2,VIM
CTNNA1,ACTN1
CDH5,VIM
YWHAZ,VIM
CASP6,VIM
ROCK1,VIM
CASP8,VIM
PKP1,VIM
DEFB1,VIM
PPL,VIM
BFSP1,VIM
SH3GL3,VIM
EWSR1,HSPA2
DNM1L,VIM
PAK2,VIM
YWHAE,VIM
MICAL1,VIM
EWSR1,ATXN3
UPP1,VIM
PLA2G4A,VIM
CAMK2D,VIM
TRIM29,VIM
ZHX1,VIM
PPHLN1,VIM
EWSR1,PCBP1
RAB8B,VIM
ING5,VIM
WBP11,VIM
PXN,VCL
CORO2B,VCL
SORBS1,VCL
RAVER1,VCL
SORBS2,VCL
ETV6,FLI1
AZGP1,ITGAV
PTK2,ITGAV
CD47,ITGAV
ITGB8,ITGAV
CYR61,ITGAV
EDIL3,ITGAV
F8,VWF
YWHAB,WEE1
CDK5,ACTN1
CDCA3,WEE1
BRSK1,WEE1
TRIM28,ZNF10
TRIM24,ZNF10
MZF1,MZF1
SCAND1,MZF1
PRKAA2,ACACA
PRKAA1,ACACA
C1R,C1R
ACLY,ACLY
SERPING1,C1R
ATM,FANCD2
CSRP1,ACTN1
RAC1,CYBA
SYN1,NCF1
TRAF4,NCF1
KHDRBS1,NCF1
ABI1,NCF1
SYTL1,NCF1
WBP11,NCF1
PRKCA,ATP2B1
NCF4,NCF2
RAC1,NCF2
RAC2,NCF2
SYTL1,NCF2
MMP14,F12
MMP12,F12
TFR2,HFE
LRP2,LPL
PDK2,PDHX
DLAT,PDHX
DLD,DLD
GUSB,GUSB
CTSA,LAMP2
NEU1,CTSA
NONO,CA2
SLC4A2,CA2
CASK,ATP2B4
SLC4A4,CA2
SLC4A8,CA2
DLG3,ATP2B4
DLG1,ATP2B4
USH1C,MYO7A
VEZT,MYO7A
MYO7A,CALM1
MID1,MID1
NCOR1,MECP2
SIN3A,MECP2
PRPF40A,MECP2
SFI1,CETN2
WWP1,CLCN5
WWP2,CLCN5
MAGI1,CLCN5
AR,FLNA
MAPK14,FLNA
CAV1,FLNA
CASR,FLNA
MAP2K4,FLNA
TRIO,FLNA
RAC1,FLNA
SMAD5,FLNA
FLNB,FLNA
SH2B3,FLNA
SIGLEC10,FLNA
FBLIM1,FLNA
BCL2,ATP2A2
HDAC1,ATRX
PLN,ATP2A2
EZH2,ATRX
ATN1,ATRX
NEK1,ATRX
MTUS1,AGTR2
ZBTB16,AGTR2
FHL2,ATXN1
FKBP2,UBQLN4
SNAP23,VAMP7
STX7,VAMP7
PYGB,ACTN1
AP3D1,VAMP7
SNAP29,VAMP7
STX3,VAMP7
FYN,ATXN1
PEA15,RPS6KA3
XIAP,XIAP
MAGED1,XIAP
MAP3K7,XIAP
XAF1,XIAP
PKIA,PRKX
AR,NONO
SFPQ,NONO
POLR2A,NONO
SSR3,SSR4
YWHAZ,PRKCI
SQSTM1,PRKCI
RAC1,PRKCI
PNMA1,PRKCI
RHOQ,PRKCI
PARD3,PRKCI
FRS2,PRKCI
PARD6G,PRKCI
PARD6B,PRKCI
BTK,BMX
STAT1,BMX
PTK2,BMX
CAV1,BMX
PAK1,BMX
PTPN21,BMX
RHOD,DIAPH2
TLE1,KDM6A
TRAPPC2,CLIC2
TTN,ACTN1
SMAD4,CITED1
TFAP2C,CITED1
EP300,CITED1
PRKG1,NPR1
METAP2,EIF2S3
FHL2,FHL1
CASK,CASK
KCNJ2,CASK
DLG1,CASK
LIN7A,CASK
CADM1,CASK
SDC4,CASK
ID1,CASK
NRXN3,CASK
NRXN2,CASK
TANC1,CASK
AR,MED14
STAT2,MED14
MED1,MED14
SSB,SSB
EIF5,EIF1AX
EIF2S1,EIF1AX
EIF5B,EIF1AX
LRP2,DLG3
FBP1,ACTN1
DLG1,DLG3
GUCY1A2,DLG3
LIN7A,DLG3
CRIPT,DLG3
EXOC4,DLG3
DLGAP4,DLG3
DLG3,CALM1
NCOR1,TBL1X
SKP1,TBL1X
CALR,CALR
HIST2H2BE,TBL1X
CORO2A,TBL1X
DPP4,DPP4
FAP,DPP4
DPP4,CXCL12
DPP4,CCL11
DPP4,CXCL9
DPP4,CCL22
DPP4,CXCL11
GRP,DPP4
FBN1,CALR
CPAMD8,DPP4
EBPL,EBP
PJA2,MAGED1
NR3C1,CALR
SLC2A1,CALR
LPP,ACTN1
PRF1,CALR
PLAT,CALR
SLC6A4,CALR
THBS1,CALR
TF,CALR
ITGAV,CALR
VWF,CALR
OGT,OGT
F5,CALR
GSK3B,OGT
TRAK2,OGT
SIN3A,OGT
TRAK1,OGT
HSPA13,UBQLN2
UBE3A,UBQLN2
PSMD4,UBQLN2
PAK1,ARHGEF6
PARVB,ARHGEF6
PTK2,ACTN1
F8,CALR
AR,CALR
IRAK1,IRAK1
SQSTM1,IRAK1
IL1RAP,IRAK1
TLR2,IRAK1
IRAK2,IRAK1
NKX2-1,CALR
IRAK3,IRAK1
TOLLIP,IRAK1
TIFA,IRAK1
PELI1,IRAK1
PDIA3,CALR
PELI2,IRAK1
GDI2,RAB9A
TM9SF2,RAB9A
SOCS1,PIM2
APLNR,APLN
UPF3B,UPF3B
UPF1,UPF3B
XRN1,UPF3B
BTK,BTK
ITGA3,CALR
BTK,WAS
SYK,BTK
BTK,PLCG2
GNAQ,BTK
CAV1,BTK
BTK,GTF2I
KHDRBS1,BTK
BLNK,BTK
PRKD1,BTK
WASF2,BTK
ARID3A,BTK
SH3BP5,BTK
SH2B2,BTK
GNG2,BTK
VDAC1,DYNLT3
CAND1,CUL4B
PXN,REPS2
ASAP2,REPS2
ASAP1,REPS2
RALBP1,REPS2
HTATSF1,HTATSF1
SF3A2,HTATSF1
POLR2A,HTATSF1
PDCD6,SH3KBP1
NEDD4,SH3KBP1
SH3GL3,SH3KBP1
CBLB,SH3KBP1
BLNK,SH3KBP1
GPX7,UBQLN4
PAK2,SH3KBP1
TJP2,SH3KBP1
ABI2,SH3KBP1
SYNJ1,SH3KBP1
ARHGAP27,SH3KBP1
SNTB1,DMD
SNTB2,DMD
PGM5,DMD
AXL,AXL
DTNA,DMD
CADPS2,DMD
LCK,AXL
LIMK1,RLIM
PDLIM1,RLIM
SIN3A,RLIM
LDB2,RLIM
GAS6,AXL
PTPN12,WAS
NCK1,WAS
LCP2,WAS
VASP,WAS
RAC1,WAS
WIPF1,WAS
FYB,WAS
PIK3R2,AXL
ARHGAP1,WAS
TRIP10,WAS
PSTPIP1,WAS
RHOJ,WAS
WIPF2,WAS
LST1,PRKCB
LRP2,GPRASP1
ETF1,GSPT2
GPHN,ARHGEF9
G2E3,LST1
RNF128,RNF128
UBE2N,RNF128
SUCLA2,ALAS2
GSPT1,ATXN1
WISP1,BGN
HABP2,COL4A5
HCLS1,QKI
OCLN,GJB1
GJB1,CALM1
CSF2RA,CSF2RA
LMAN1,F8
PHYH,F8
HPRT1,HPRT1
FYB,SH2D1A
SLAMF1,SH2D1A
ZYX,ACTN1
HIVEP1,ATXN1
CD84,SH2D1A
SLAMF6,SH2D1A
SLAMF7,SH2D1A
JAK3,IL2RG
SHB,IL2RG
IL15,IL2RG
STAT1,IL2RG
SHC1,IL2RG
IL15RA,IL2RG
WWP1,IL2RG
WWP2,IL2RG
GOLGA5,OCRL
FXR1,FMR1
STAU1,FMR1
NUFIP1,FMR1
CYFIP2,FMR1
UBE2I,FMR1
NUFIP2,FMR1
MAPK14,ELK1
GRB10,ELK1
EP300,ELK1
MAPK9,ELK1
YWHAZ,CDK16
YWHAE,CDK16
HSPH1,PGK1
PHKA1,PHKA1
RBMS1,POLA1
XRCC5,POLA1
PDK1,PDHA1
PDK2,PDHA1
PDK3,PDHA1
PDK4,PDHA1
PDP1,PDHA1
ZMYM2,UBE2A
HK2,UBQLN4
UBE2D3,SAT1
SYN1,SYN1
MMP1,BSG
PAK2,SYN1
PPIA,BSG
SLC16A1,BSG
AR,AR
AES,AR
NCOR1,AR
SMAD4,AR
CAV1,AR
TMF1,AR
RAN,AR
HDAC1,AR
GNAI3,CD48
NR2C2,AR
BAG1,AR
NR2C1,AR
SUMO1,AR
NCOA3,AR
DAP3,AR
PA2G4,AR
LCK,CD48
FOXA1,AR
TGFB1I1,AR
FHL2,AR
NCOA1,AR
SMAD3,AR
TRIM24,AR
RANBP9,AR
CD2,CD48
SVIL,AR
MED1,AR
HIPK3,AR
NR0B2,AR
CDC37,AR
RNF14,AR
PAK6,AR
CD244,CD48
PIAS2,AR
RCHY1,AR
PNRC1,AR
ETV5,AR
UBE2I,AR
NCOA2,AR
MS4A1,CD40
PRPF6,AR
NISCH,AR
SART3,AR
PIAS1,AR
PNRC2,AR
TRAF1,CD40
XPO1,CIITA
NCOA1,CIITA
KAT2B,CIITA
TRAF3,CD40
E2F2,YY1
E2F3,YY1
GTF2I,YY1
EP300,YY1
SAP30,YY1
EED,YY1
YAF2,YY1
TRAF5,CD40
RYBP,YY1
ATF6,YY1
SS18,SMARCA2
ACTL6A,SMARCA2
ARID1B,SMARCA2
SAP30,MXD1
RIPK2,CD40
SMC3,MXD1
PRAM1,MXD1
SIN3A,MXD1
SIN3B,MXD1
KLC1,KLC1
MAPK8IP3,KLC1
KIF5C,KLC1
DTNA,SNTB1
MAPK12,SNTB1
SNTB2,SNTB2
ABCA1,SNTB2
DTNA,SNTB2
XRCC5,CD40
MAST2,SNTB2
BCL2L1,BCL2L1
NSMAF,CD40
IRS2,BCL2L1
RTN1,BCL2L1
BAG1,BCL2L1
CASP8,BCL2L1
APAF1,BCL2L1
BNIP3,BCL2L1
BIK,BCL2L1
CFLAR,BCL2L1
BCL2L11,BCL2L1
VDAC1,BCL2L1
FKBP8,BCL2L1
AVEN,BCL2L1
BCL2L14,BCL2L1
IKZF3,BCL2L1
ANTXR1,BCL2L1
PMAIP1,BCL2L1
BCLAF1,BCL2L1
BCL2A1,BAX
SFN,BAX
VDAC1,BAX
MCL1,BAX
PMAIP1,BAX
SH3GLB1,BAX
ITGB2,ITGB2
SYK,ITGB2
PTK2,ITGB2
ESM1,ITGB2
FHL2,ITGB2
VNN2,ITGB2
RANBP9,ITGB2
PRKCH,ITGB2
LRP2,LRP2
DLG1,LRP2
MAGI1,LRP2
APBA2,LRP2
ITGB1BP1,LRP2
RBP1,LRP2
ANKRA2,LRP2
NR4A1,ATXN1
SHC1,PTPN12
PTPN12,PTK2
TGFB1I1,PTPN12
PXN,PTPN12
PTPN12,PSTPIP1
EFS,PTPN12
NEDD9,PTPN12
SYK,SYK
SYK,SHC1
PTK2,SYK
SLA,SYK
SYK,HCLS1
LCP2,SYK
SYK,MAP4K1
LAT,SYK
PXN,SYK
TUBA1A,SYK
HNRNPU,SYK
SYK,TYROBP
BLNK,SYK
SIT1,SYK
PAG1,SYK
GAB2,SYK
CD3E,SYK
SH2B2,SYK
NFAM1,SYK
BCL6,BCL6
RAPGEF1,RRAS2
RALGDS,RRAS2
TRAF3,RRAS2
JUN,BCL6
RASSF5,RRAS2
RAPGEF3,RRAS2
RASGRF1,RRAS2
ARHGEF2,RRAS2
RASIP1,RRAS2
JUNB,BCL6
YWHAZ,INPP5A
JUND,BCL6
SGK1,SLC1A3
SGCB,SGCA
HNRNPL,HNRNPA2B1
PDE4DIP,PDE4D
NCOR1,BCL6
IRF4,BCL6
HDAC4,BCL6
HDAC9,BCL6
BCOR,BCL6
ITPR2,TRPC1
SIN3A,BCL6
CCNG1,CDKN2A
MCM5,CDKN2A
CDC5L,CDKN2A
PPP1R9B,CDKN2A
CDK6,CDKN2A
CDKN2C,CDKN2A
ZBTB16,BCL6
CDC7,CDKN2A
SERTAD1,CDKN2A
CDKN2AIP,CDKN2A
MST1R,MST1R
BCL6B,BCL6
SHC1,MST1R
HYAL2,MST1R
JAK3,JAK3
SHB,JAK3
IRS2,JAK3
KHDRBS1,JAK3
SOCS1,JAK3
PRMT5,JAK3
STAM2,JAK3
PTPN2,JAK3
SH2B2,JAK3
DLG1,MAP1A
AP1G1,MAP1A
DUSP3,MAP2K2
MAGI2,ADRB1
XPO1,EIF5A
XRN2,EIF5A
PRDM1,AES
RUNX3,TLE1
FOXA2,TLE1
IL6ST,TLE1
TLE2,TLE1
PRDM1,TLE1
HES6,TLE1
H3F3A,SS18
MLLT10,SS18
EP300,SS18
SMARCA4,SS18
MAFK,MAFK
NFE2L2,MAFK
BACH1,MAFK
NFE2,MAFK
NFE2L3,MAFK
BACH2,MAFK
EPS8,EPS8
SHB,EPS8
SHC1,EPS8
ABI1,EPS8
BAIAP2,EPS8
USP6NL,EPS8
HDAC1,RUNX3
EP300,RUNX3
